"ID","Series","Stock Entry Type","Company","Stock Entry (Outward GIT)","Source Stock Entry (Manufacture)","Purpose","Add to Transit","Work Order","Purchase Order","Subcontracting Order","Delivery Note No","Sales Invoice No","Pick List","Purchase Receipt No","Asset Repair","Posting Date","Posting Time","Edit Posting Date and Time","Inspection Required","Apply Putaway Rule","From BOM","Use Multi-Level BOM","BOM No","Finished Good Quantity ","% Process Loss","Process Loss Qty","Default Source Warehouse","Source Warehouse Address Link","Source Warehouse Address","Default Target Warehouse","Target Warehouse Address Link","Target Warehouse Address","Scan Barcode","Total Outgoing Value (Consumption)","Total Incoming Value (Receipt)","Total Value Difference (Incoming - Outgoing)","Total Additional Costs","Supplier","Supplier Name","Supplier Address","Address","Project","Cost Center","Print Heading","Letter Head","Is Opening","Remarks","Per Transferred","Total Amount","Job Card","Amended From","Credit Note","Is Return","ID (Items)","Conversion Factor (Items)","Item Code (Items)","Qty (Items)","Stock UOM (Items)","UOM (Items)","Actual Qty (at source/target) (Items)","Additional Cost (Items)","Against Stock Entry (Items)","Allow Alternative Item (Items)","Allow Zero Valuation Rate (Items)","Amount (Items)","Barcode (Items)","Basic Amount (Items)","Basic Rate (as per Stock UOM) (Items)","Batch No (Items)","BOM No (Items)","Cost Center (Items)","Description (Items)","Difference Account (Items)","Has Item Scanned (Items)","Image (Items)","Is Finished Item (Items)","Is Scrap Item (Items)","Item Group (Items)","Item Name (Items)","Job Card Item (Items)","Material Request (Items)","Material Request Item (Items)","Original Item (Items)","PO Supplied Item (Items)","Project (Items)","Putaway Rule (Items)","Qty as per Stock UOM (Items)","Quality Inspection (Items)","Reference Purchase Receipt (Items)","Retain Sample (Items)","Sample Quantity (Items)","SCO Supplied Item (Items)","Serial and Batch Bundle (Items)","Serial No (Items)","Set Basic Rate Manually (Items)","Source Warehouse (Items)","Stock Entry Child (Items)","Subcontracted Item (Items)","Target Warehouse (Items)","Transferred Qty (Items)","Use Serial No / Batch Fields (Items)","Valuation Rate (Items)","ID (Additional Costs)","Account Currency (Additional Costs)","Amount (Additional Costs)","Amount (Company Currency) (Additional Costs)","Description (Additional Costs)","Exchange Rate (Additional Costs)","Expense Account (Additional Costs)","Has Corrective Cost (Additional Costs)","Has Operating Cost (Additional Costs)","Operation ID (Additional Costs)","Qty (Additional Costs)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3qindvhui4",1.0,"R215 OC Top Tank",4.0,"Nos","Nos",0.0,0.0,"",0,0,36.44,"",36.44,9.11,"","BOM-R215 OC Top Tank-002","Main - TPL","OC Top Tank","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 OC Top Tank","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,9.11,"","","","","","","","","","",""
"SE-260725-037","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0065","","","","","","","","2026-07-25","14:02:44.191077",0,0,0,1,0,"BOM-Radiator Drain Pipe-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",0.01,0.01,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"3lpqi9knep",1.0,"Aluminium Pipe OD⌀10*ID⌀6*17L",0.009,"Kg","Kg",0.009,0.0,"",0,0,0.01,"",0.01,1.0,"","","Main - TPL","Aluminium Pipe OD⌀10*ID⌀6*17L","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Pipe OD⌀10*ID⌀6*17L","","","","","","","",0.009,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3lper0qrk5",1.0,"R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3",4.0,"Nos","Nos",1.0,0.0,"",0,0,0.01,"",0.01,0.0025,"","BOM-Radiator Drain Pipe-001","Main - TPL","R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Radiator Drain Pipe Od∅10 X 17 Lgx 3","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.0025,"","","","","","","","","","",""
"SE-260725-036","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0059","","","","","","","","2026-07-25","14:02:22.083670",0,0,0,1,0,"BOM-Rad Bottom Tank-002",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",25.8,25.8,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"3esmgdmhbi",1.0,"R215 RAD Top and Bottom Tank",4.0,"Nos","Nos",6.0,0.0,"",0,0,9.8,"",9.8,2.45,"","","Main - TPL","RAD Top &amp; Bottom Tank","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 RAD Top and Bottom Tank","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,2.45,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3eskr6af7m",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",64.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert M10 X 1.5 X 15 Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3esndngch1",1.0,"R215 RAD Bottom Tank",4.0,"Nos","Nos",1.0,0.0,"",0,0,25.8,"",25.8,6.45,"","BOM-Rad Bottom Tank-002","Main - TPL","<div><p>R215 RAD Bottom Tank</p></div>","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 RAD Bottom Tank","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,6.45,"","","","","","","","","","",""
"SE-260725-035","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0014","","","","","","","","2026-07-25","14:00:48.042435",0,0,0,1,0,"BOM-CAC Top Tank Sub Assy-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",25.15,25.15,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"2hf3ql5gqs",1.0,"R215 CAC Top Tank",4.0,"Nos","Nos",5.0,0.0,"",0,0,21.43,"",21.43,5.3575,"","","Main - TPL","CAC Top Tank","Stock Adjustment - TPL",0,"",0,0,"Sub Assembly","R215 CAC Top Tank","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,5.3575,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2hfnhtdehi",1.0,"Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001",8.0,"Nos","Nos",22.0,0.0,"",0,0,1.21,"",1.21,0.151666667,"","","Main - TPL","Tank end plate for extrusion No  0239C-ALU-2-0001","Stock Adjustment - TPL",0,"",0,0,"Child Component","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","","","","","","","",8.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.151666667,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2hfppj9g9f",1.0,"R215 CAC Inlet and Outlet Pipe",4.0,"Nos","Nos",5.0,0.0,"",0,0,2.51,"",2.51,0.6275,"","","Main - TPL","CAC Inlet and Outlet Pipe","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 CAC Inlet and Outlet Pipe","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.6275,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2hf41k1cik",1.0,"R215 CAC Top Tank Sub Assy",4.0,"Nos","Nos",5.0,0.0,"",0,0,25.15,"",25.15,6.2875,"","BOM-CAC Top Tank Sub Assy-001","Main - TPL","CAC Top Tank Sub Assy","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 CAC Top Tank Sub Assy","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,6.2875,"","","","","","","","","","",""
"SE-260725-034","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0021","","","","","","","","2026-07-25","13:59:01.667708",0,0,0,1,0,"BOM-R215 CAC Bottom Tank-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",23.24,23.24,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"1g81vk3oph",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",80.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert M10 X 1.5 X 15 Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1g8soodnt2",1.0,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG",4.0,"Nos","Nos",6.0,0.0,"",0,0,7.24,"",7.24,1.81,"","","Main - TPL","CAC Top and Bottom Tank","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.81,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1g81hu3ui4",1.0,"R215 CAC Bottom Tank",4.0,"Nos","Nos",0.0,0.0,"",0,0,23.24,"",23.24,5.81,"","BOM-R215 CAC Bottom Tank-001","Main - TPL","CAC Bottom Tank","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 CAC Bottom Tank","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,5.81,"","","","","","","","","","",""
"SE-260725-033","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0018","","","","","","","","2026-07-25","13:58:48.316250",0,0,0,1,0,"BOM-R215 CAC Top Tank-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",23.24,23.24,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"1c2fg5tp9f",1.0,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG",4.0,"Nos","Nos",10.0,0.0,"",0,0,7.24,"",7.24,1.81,"","","Main - TPL","CAC Top and Bottom Tank","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.81,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c2shct2sc",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",96.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert M10 X 1.5 X 15 Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1c2ah8qk82",1.0,"R215 CAC Top Tank",4.0,"Nos","Nos",1.0,0.0,"",0,0,23.24,"",23.24,5.81,"","BOM-R215 CAC Top Tank-001","Main - TPL","CAC Top Tank","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 CAC Top Tank","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,5.81,"","","","","","","","","","",""
"SE-260725-032","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0022","","","","","","","","2026-07-25","13:58:38.078162",0,0,0,1,0,"BOM-Stay Block-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",12.1,12.1,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"18sqj146aj",1.0,"Helicoil Insert M 12 X 1.75 X 18Mm",8.0,"Nos","Nos",8.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Helicoil Insert M 12 X 1.75 X 18Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M 12 X 1.75 X 18Mm","","","","","","","",8.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18s4gbpl9c",1.0,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)",4.096,"Kg","Kg",4.096,0.0,"",0,0,4.1,"",4.1,1.0,"","","Main - TPL","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","","","","","","","",4.096,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18s4u8nha5",1.0,"Stay Block 50X25X150",8.0,"Nos","Nos",6.0,0.0,"",0,0,12.1,"",12.1,1.5125,"","BOM-Stay Block-001","Main - TPL","Stay Block 50X25X150","Stock Adjustment - TPL",0,"",1,0,"Child Component","Stay Block 50X25X150","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.5125,"","","","","","","","","","",""
"SE-260725-031","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0050","","","","","","","","2026-07-25","13:58:24.290069",0,0,0,1,0,"BOM-OC Inlet & Outlet Block 101X66X30-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",35.9,35.9,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"14iib6q5kr",1.0,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )",3.896,"Kg","Kg",3.896,0.0,"",0,0,3.9,"",3.9,1.0,"","","Main - TPL","Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","","","","","","","",3.896,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14i674rr7b",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",32.0,"Nos","Nos",128.0,0.0,"",0,0,32.0,"",32.0,1.0,"","","Main - TPL","Helicoil Insert M10 X 1.5 X 15 Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",32.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14i9b681jf",1.0,"OC Inlet & Outlet Block 101X66X30",8.0,"Nos","Nos",2.0,0.0,"",0,0,35.9,"",35.9,4.4875,"","BOM-OC Inlet & Outlet Block 101X66X30-001","Main - TPL","R215 O.C. Inlet &amp; Outlet Block 101X66X33","Stock Adjustment - TPL",0,"",1,0,"Child Component","OC Inlet & Outlet Block 101X66X30","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,4.4875,"","","","","","","","","","",""
"SE-260725-030","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0064","","","","","","","","2026-07-25","13:58:12.374775",0,0,0,1,0,"BOM-RAD Top Tank-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",25.8,25.8,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"10rfrm52co",1.0,"R215 RAD Top and Bottom Tank",4.0,"Nos","Nos",10.0,0.0,"",0,0,9.8,"",9.8,2.45,"","","Main - TPL","RAD Top &amp; Bottom Tank","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 RAD Top and Bottom Tank","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,2.45,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10rtm8n2k9",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",144.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert M10 X 1.5 X 15 Mm","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10rn2o9f4m",1.0,"R215 RAD Top Tank",4.0,"Nos","Nos",1.0,0.0,"",0,0,25.8,"",25.8,6.45,"","BOM-RAD Top Tank-001","Main - TPL","<div><p>R215 RAD Top Tank</p></div>","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 RAD Top Tank","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,6.45,"","","","","","","","","","",""
"SE-260725-029","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0023","","","","","","","","2026-07-25","13:57:39.469576",0,0,0,1,0,"BOM-Condenser Mounting Block-001",16.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",22.29,22.29,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"0mi0v0i2at",1.0,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)",6.288,"Kg","Kg",6.288,0.0,"",0,0,6.29,"",6.29,1.0,"","","Main - TPL","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","","","","","","","",6.288,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0mih44sc10",1.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)",16.0,"Nos","Nos",16.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0mib96dqc5",1.0,"Condenser Mounting Block 31X19X25",16.0,"Nos","Nos",2.0,0.0,"",0,0,22.29,"",22.29,1.393125,"","BOM-Condenser Mounting Block-001","Main - TPL","Condenser Mtg. Block 31X19X25","Stock Adjustment - TPL",0,"",1,0,"Child Component","Condenser Mounting Block 31X19X25","","","","","","","",16.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.393125,"","","","","","","","","","",""
"SE-260725-028","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0067","","","","","","","","2026-07-25","13:56:04.637706",0,0,0,1,0,"BOM-R215 Top Flyscreen Assembly-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",18.44,18.44,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"vot7grjoac",1.0,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)",8.0,"Nos","Nos",16.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","U Piece Angle-2 529(W)*15(H)*7(T)","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","","","","","","","",8.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","votqth00js",1.0,"R215 Top Flyscreen Wire Mash 903X554",4.0,"Nos","Nos",5.0,0.0,"",0,0,1.32,"",1.32,0.33,"","","Main - TPL","R215 Top Flyscreen Wire Mash 903X554","Stock Adjustment - TPL",0,"",0,0,"Child Component","R215 Top Flyscreen Wire Mesh 903X554","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.33,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","voth4dgdd7",1.0,"R215 Top Flyscreen Covering Plate 910X30X1",4.0,"Nos","Nos",5.0,0.0,"",0,0,0.86,"",0.86,0.21375,"","","Main - TPL","R215 Top Flyscreen Covering Plate 910X30X1","Stock Adjustment - TPL",0,"",0,0,"Child Component","R215 Top Flyscreen Covering Plate 910X30X1","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.21375,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vot7rfb6cn",1.0,"R215 Top and Bottom Flyscreen Mounting Plate 35X30X2",16.0,"Nos","Nos",40.0,0.0,"",0,0,0.26,"",0.26,0.01609375,"","","Main - TPL","Top &amp; Bottom Flyscreen Mtg Plate 35X30X2","Stock Adjustment - TPL",0,"",0,0,"Child Component","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","","","","","","","",16.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.01609375,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","votfjk6o9l",1.0,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)",8.0,"Nos","Nos",16.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","U Piece Angle-1 910(L)*15(W)*7(T)","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","","","","","","","",8.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vot5i8umtk",1.0,"R215 Top Flyscreen Assembly",4.0,"Nos","Nos",1.0,0.0,"",0,0,18.44,"",18.44,4.61,"","BOM-R215 Top Flyscreen Assembly-001","Main - TPL","Top Flyscreen Assembly","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 Top Flyscreen Assembly","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,4.61,"","","","","","","","","","",""
"SE-260725-027","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0068","","","","","","","","2026-07-25","13:55:55.793692",0,0,0,1,0,"BOM-R215 Top Flyscreen Wire Mash 903X554-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",1.32,1.32,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"vm51729q3g",1.0,"MS",1.32,"Kg","Kg",1.32,0.0,"",0,0,1.32,"",1.32,1.0,"","","Main - TPL","MS","Stock Adjustment - TPL",0,"",0,0,"To Group","MS","","","","","","","",1.32,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vm5nlovlnd",1.0,"R215 Top Flyscreen Wire Mash 903X554",4.0,"Nos","Nos",1.0,0.0,"",0,0,1.32,"",1.32,0.33,"","BOM-R215 Top Flyscreen Wire Mash 903X554-001","Main - TPL","R215 Top Flyscreen Wire Mash 903X554","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Top Flyscreen Wire Mesh 903X554","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.33,"","","","","","","","","","",""
