"ID","Series","Stock Entry Type","Company","Stock Entry (Outward GIT)","Source Stock Entry (Manufacture)","Purpose","Add to Transit","Work Order","Purchase Order","Subcontracting Order","Delivery Note No","Sales Invoice No","Pick List","Purchase Receipt No","Asset Repair","Posting Date","Posting Time","Edit Posting Date and Time","Inspection Required","Apply Putaway Rule","From BOM","Use Multi-Level BOM","BOM No","Finished Good Quantity ","% Process Loss","Process Loss Qty","Default Source Warehouse","Source Warehouse Address Link","Source Warehouse Address","Default Target Warehouse","Target Warehouse Address Link","Target Warehouse Address","Scan Barcode","Total Outgoing Value (Consumption)","Total Incoming Value (Receipt)","Total Value Difference (Incoming - Outgoing)","Total Additional Costs","Supplier","Supplier Name","Supplier Address","Address","Project","Cost Center","Print Heading","Letter Head","Is Opening","Remarks","Per Transferred","Total Amount","Job Card","Amended From","Credit Note","Is Return","ID (Items)","Conversion Factor (Items)","Item Code (Items)","Qty (Items)","Stock UOM (Items)","UOM (Items)","Actual Qty (at source/target) (Items)","Additional Cost (Items)","Against Stock Entry (Items)","Allow Alternative Item (Items)","Allow Zero Valuation Rate (Items)","Amount (Items)","Barcode (Items)","Basic Amount (Items)","Basic Rate (as per Stock UOM) (Items)","Batch No (Items)","BOM No (Items)","Cost Center (Items)","Description (Items)","Difference Account (Items)","Has Item Scanned (Items)","Image (Items)","Is Finished Item (Items)","Is Scrap Item (Items)","Item Group (Items)","Item Name (Items)","Job Card Item (Items)","Material Request (Items)","Material Request Item (Items)","Original Item (Items)","PO Supplied Item (Items)","Project (Items)","Putaway Rule (Items)","Qty as per Stock UOM (Items)","Quality Inspection (Items)","Reference Purchase Receipt (Items)","Retain Sample (Items)","Sample Quantity (Items)","SCO Supplied Item (Items)","Serial and Batch Bundle (Items)","Serial No (Items)","Set Basic Rate Manually (Items)","Source Warehouse (Items)","Stock Entry Child (Items)","Subcontracted Item (Items)","Target Warehouse (Items)","Transferred Qty (Items)","Use Serial No / Batch Fields (Items)","Valuation Rate (Items)","ID (Additional Costs)","Account Currency (Additional Costs)","Amount (Additional Costs)","Amount (Company Currency) (Additional Costs)","Description (Additional Costs)","Exchange Rate (Additional Costs)","Expense Account (Additional Costs)","Has Corrective Cost (Additional Costs)","Has Operating Cost (Additional Costs)","Operation ID (Additional Costs)","Qty (Additional Costs)"
"SE-260725-026","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0066","","","","","","","","2026-07-25","13:55:46.812755",0,0,0,1,0,"BOM-R215 Top Cover Assembly-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",4.0,4.0,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"vjb91556nd",1.0,"R215 Top Cover Assembly",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","R215 Top Cover Assy","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","R215 Top Cover Assembly","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vjbsmu68se",1.0,"R215 Top Cover Assembly",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","BOM-R215 Top Cover Assembly-001","Main - TPL","R215 Top Cover Assy","Stock Adjustment - TPL",0,"",1,0,"BOF Fabrication","R215 Top Cover Assembly","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.0,"","","","","","","","","","",""
"SE-260725-025","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0031","","","","","","","","2026-07-25","13:55:32.185360",0,0,0,1,0,"BOM-LH – RH Condenser MTG BKT-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",4.0,4.0,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"vep956t68o",1.0,"R215 LH – RH Condenser MTG BKT",4.0,"Set","Set",9.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","LH – RH Condenser MTG BKT","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 LH – RH Condenser MTG BKT","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vep19sv2u9",1.0,"R215 LH – RH Condenser MTG BKT",4.0,"Set","Set",9.0,0.0,"",0,0,4.0,"",4.0,1.0,"","BOM-LH – RH Condenser MTG BKT-001","Main - TPL","LH – RH Condenser MTG BKT","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 LH – RH Condenser MTG BKT","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.0,"","","","","","","","","","",""
"SE-260725-024","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0030","","","","","","","","2026-07-25","13:55:20.727163",0,0,0,1,0,"BOM-Fan Cowl-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",4.0,4.0,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"vb605r8718",1.0,"R215 Fan Cowl",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","R215 Fan Cowl","Stock Adjustment - TPL",0,"",0,0,"Sub Assembly","R215 Fan Cowl","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vb6a79ao9k",1.0,"R215 Fan Cowl",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","BOM-Fan Cowl-001","Main - TPL","R215 Fan Cowl","Stock Adjustment - TPL",0,"",1,0,"Sub Assembly","R215 Fan Cowl","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.0,"","","","","","","","","","",""
"SE-260725-023","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0026","","","","","","","","2026-07-25","13:55:01.202688",0,0,0,1,0,"BOM-R215 Bottom Flyscreen Wire Mash 903X475-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",1.13,1.13,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"v53d25tbfh",1.0,"MS",1.128,"Kg","Kg",2.448,0.0,"",0,0,1.13,"",1.13,1.0,"","","Main - TPL","MS","Stock Adjustment - TPL",0,"",0,0,"To Group","MS","","","","","","","",1.128,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v534d6soqq",1.0,"R215 Bottom Flyscreen Wire Mash 903X475",4.0,"Nos","Nos",1.0,0.0,"",0,0,1.13,"",1.13,0.2825,"","BOM-R215 Bottom Flyscreen Wire Mash 903X475-001","Main - TPL","R215 Bottom Flyscreen Wire Mash 903X475","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Bottom Flyscreen Wire Mesh 903X475","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.2825,"","","","","","","","","","",""
"SE-260725-022","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0024","","","","","","","","2026-07-25","13:54:35.092139",0,0,0,1,0,"BOM-R215 Bottom Cover Assembly-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",4.0,4.0,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"usu8k8t1nd",1.0,"R215 Bottom Cover Assembly",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","R215 Bottom Cover Assy","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","R215 Bottom Cover Assembly","","","","","","","",4.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","usu7r3damv",1.0,"R215 Bottom Cover Assembly",4.0,"Nos","Nos",5.0,0.0,"",0,0,4.0,"",4.0,1.0,"","BOM-R215 Bottom Cover Assembly-001","Main - TPL","R215 Bottom Cover Assy","Stock Adjustment - TPL",0,"",1,0,"BOF Fabrication","R215 Bottom Cover Assembly","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.0,"","","","","","","","","","",""
"SE-260725-021","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0028","","","","","","","","2026-07-25","13:53:41.715456",0,0,0,1,0,"BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001",32.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",0.51,0.51,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"uc88qp72eu",1.0,"MS – 2MM Thk",0.512,"Kg","Kg",0.512,0.0,"",0,0,0.51,"",0.51,1.0,"","","Main - TPL","MS – 2MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","MS – 2MM Thk","","","","","","","",0.512,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","uc8tpugjv1",1.0,"R215 Top and Bottom Flyscreen Mounting Plate 35X30X2",32.0,"Nos","Nos",8.0,0.0,"",0,0,0.51,"",0.51,0.0159375,"","BOM-R215 Top and Bottom Flyscreen Mounting Plate 35X30X2-001","Main - TPL","Top &amp; Bottom Flyscreen Mtg Plate 35X30X2","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Top and Bottom Flyscreen Mounting Plate 35X30X2","","","","","","","",32.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.0159375,"","","","","","","","","","",""
"SE-260725-020","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0053","","","","","","","","2026-07-25","13:52:50.371759",0,0,0,1,0,"BOM-R215 RAD Core End Plate2.5X110X1021-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",6.83,6.83,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ts7j42fgr8",1.0,"R215 OC and RAD Core End Plate2.5X110X1021",8.0,"Nos","Nos",15.0,0.0,"",0,0,6.83,"",6.83,0.854166667,"","","Main - TPL","R215 Core End Plate For OC &amp; RAD 2.5X110X1021","Stock Adjustment - TPL",0,"",0,0,"Child Component","R215 OC and RAD Core End Plate2.5X110X1021","","","","","","","",8.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.854166667,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ts7ahvpt32",1.0,"R215 RAD Core End Plate2.5X110X1021",8.0,"Nos","Nos",4.0,0.0,"",0,0,6.83,"",6.83,0.85375,"","BOM-R215 RAD Core End Plate2.5X110X1021-001","Main - TPL","R215 RAD Core End Plate2.5X110X1021","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 RAD Core End Plate2.5X110X1021","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.85375,"","","","","","","","","","",""
"SE-260725-019","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0047","","","","","","","","2026-07-25","13:52:41.500252",0,0,0,1,0,"BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001",16.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",2.17,2.17,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"tpe645rqi6",1.0,"Aluminium Plate 70*8*800MM",2.174,"Kg","Kg",3.399,0.0,"",0,0,2.17,"",2.17,1.0,"","","Main - TPL","Aluminium Plate 70*8*800MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Plate 70*8*800MM","","","","","","","",2.174,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tpepr1gu7v",1.0,"Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008",16.0,"Nos","Nos",0.0,0.0,"",0,0,2.17,"",2.17,0.135625,"","BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001","Main - TPL","Tank End Plate For Extrusion No 0073C-ALU-2-0008","Stock Adjustment - TPL",0,"",1,0,"Child Component","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","","","","","","","",16.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.135625,"","","","","","","","","","",""
"SE-260725-018","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0029","","","","","","","","2026-07-25","13:50:52.415908",0,0,0,1,0,"BOM-Cage For M8 Sq Nut 182X50X0.5-001",32.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",33.15,33.15,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"snbtjmdbdd",1.0,"SQ Nut M8*1.25P",32.0,"Nos","Nos",32.0,0.0,"",0,0,32.0,"",32.0,1.0,"","","Main - TPL","SQ Nut M8*1.25P","Stock Adjustment - TPL",0,"",0,0,"To Group","SQ Nut M8*1.25P","","","","","","","",32.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","snb4u2teu4",1.0,"GI – 0.5MM Thk",1.152,"Kg","Kg",1.152,0.0,"",0,0,1.15,"",1.15,1.0,"","","Main - TPL","GI – 0.5MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","GI – 0.5MM Thk","","","","","","","",1.152,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","snbjkt63sl",1.0,"Cage For M8 Sq Nut 182X50X0.5",32.0,"Nos","Nos",8.0,0.0,"",0,0,33.15,"",33.15,1.0359375,"","BOM-Cage For M8 Sq Nut 182X50X0.5-001","Main - TPL","Cage For M8 Sq Nut 182X50X0.5","Stock Adjustment - TPL",0,"",1,0,"Child Component","Cage For M8 Sq Nut 182X50X0.5","","","","","","","",32.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.0359375,"","","","","","","","","","",""
"SE-260725-017","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0015","","","","","","","","2026-07-25","13:50:43.022485",0,0,0,1,0,"BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001",18.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",2.79,2.79,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"skddtld2en",1.0,"Tank End Plate 110×5*595MM",3.0,"Nos","Nos",5.0,0.0,"",0,0,2.79,"",2.79,0.93,"","","Main - TPL","Tank End Plate 110×5*595MM","Stock Adjustment - TPL",0,"",0,0,"Child Component","Tank End Plate 110×5*595MM","","","","","","","",3.0,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,0.93,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","skdtndd5fu",1.0,"Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001",18.0,"Nos","Nos",4.0,0.0,"",0,0,2.79,"",2.79,0.155,"","BOM-Tank End Plate for Extrusion No 0239C-ALU-2-0001-001","Main - TPL","Tank end plate for extrusion No  0239C-ALU-2-0001","Stock Adjustment - TPL",0,"",1,0,"Child Component","Tank End Plate 101.5*96*5 for Extrusion No 0239C-ALU-2-0001","","","","","","","",18.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.155,"","","","","","","","","","",""
"SE-260725-016","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0057","","","","","","","","2026-07-25","13:46:31.439777",0,0,0,1,0,"BOM-Turbulator 0.2*300*96.0-001",288.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",8.35,8.35,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"q5p2kbs5t1",1.0,"Aluminium Coil 0.2×300",8.352,"Kg","Kg",8.352,0.0,"",0,0,8.35,"",8.35,1.0,"","","Main - TPL","Aluminium Coil 0.2×300","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2×300","","","","","","","",8.352,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q5pamblsgh",1.0,"Turbulator 0.2*300*96.0",288.0,"Nos","Nos",72.0,0.0,"",0,0,8.35,"",8.35,0.028993056,"","BOM-Turbulator 0.2*300*96.0-001","Main - TPL","Turbulator for RAD 0.2*300*96.0","Stock Adjustment - TPL",0,"",1,0,"Child Component","Turbulator 0.2*300*96.0","","","","","","","",288.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.028993056,"","","","","","","","","","",""
"SE-260725-015","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0056","","","","","","","","2026-07-25","13:46:20.469878",0,0,0,1,0,"BOM-Turbulator 0.2*250*96.0-001",48.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",1.15,1.15,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"q2c8mgemkn",1.0,"Aluminium Coil 0.2×250 Thk",1.152,"Kg","Kg",1.152,0.0,"",0,0,1.15,"",1.15,1.0,"","","Main - TPL","Aluminium Coil 0.2×250 Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2×250 Thk","","","","","","","",1.152,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","q2c1r0ubcm",1.0,"Turbulator 0.2*250*96.0",48.0,"Nos","Nos",12.0,0.0,"",0,0,1.15,"",1.15,0.023958333,"","BOM-Turbulator 0.2*250*96.0-001","Main - TPL","Turbulator 0.2*250*96.0","Stock Adjustment - TPL",0,"",1,0,"Child Component","Turbulator 0.2*250*96.0","","","","","","","",48.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.023958333,"","","","","","","","","","",""
"SE-260725-014","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0055","","","","","","","","2026-07-25","13:46:10.675514",0,0,0,1,0,"BOM-Tube sheet for RAD 0.6*110*1021-001",200.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",36.8,36.8,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"pvarpgjeit",1.0,"Aluminium Coil 0.6*110MM",36.8,"Kg","Kg",36.8,0.0,"",0,0,36.8,"",36.8,1.0,"","","Main - TPL","Aluminium Coil 0.6*110MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.6*110MM","","","","","","","",36.8,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pva3ffvueq",1.0,"R215 RAD Tube Sheet 0.6*110*1021",200.0,"Nos","Nos",50.0,0.0,"",0,0,36.8,"",36.8,0.184,"","BOM-Tube sheet for RAD 0.6*110*1021-001","Main - TPL","Tube sheet for RAD 0.6*110*1021","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 RAD Tube Sheet 0.6*110*1021","","","","","","","",200.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.184,"","","","","","","","","","",""
"SE-260725-013","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0054","","","","","","","","2026-07-25","13:46:00.300169",0,0,0,1,0,"BOM-R215 Fin For RAD 0.2*110*991-001",76.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",17.56,17.56,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ps2f5r2ucq",1.0,"Aluminium Coil 0.2*110",17.556,"Kg","Kg",17.556,0.0,"",0,0,17.56,"",17.56,1.0,"","","Main - TPL","Aluminium Coil 0.2*110","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2*110","","","","","","","",17.556,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ps2nrevglf",1.0,"R215 Fin For RAD 0.2*110*991",76.0,"Nos","Nos",19.0,0.0,"",0,0,17.56,"",17.56,0.231052632,"","BOM-R215 Fin For RAD 0.2*110*991-001","Main - TPL","Fin For RAD 0.2*110*991","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Fin For RAD 0.2*110*991","","","","","","","",76.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.231052632,"","","","","","","","","","",""
"SE-260725-012","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0043","","","","","","","","2026-07-25","13:45:50.228758",0,0,0,1,0,"BOM-Turbulator 0.3*300*44.5-001",624.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",11.23,11.23,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"potvtarv39",1.0,"Aluminium Coil 0.3×300MM",11.232,"Kg","Kg",11.232,0.0,"",0,0,11.23,"",11.23,1.0,"","","Main - TPL","Aluminium Coil 0.3×300MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.3×300MM","","","","","","","",11.232,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","potcfj7tfa",1.0,"Turbulator 0.3*300*44.5",624.0,"Nos","Nos",156.0,0.0,"",0,0,11.23,"",11.23,0.017996795,"","BOM-Turbulator 0.3*300*44.5-001","Main - TPL","Turbulator for OC 0.3*300*44.5","Stock Adjustment - TPL",0,"",1,0,"Child Component","Turbulator 0.3*300*44.5","","","","","","","",624.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.017996795,"","","","","","","","","","",""
"SE-260725-011","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0042","","","","","","","","2026-07-25","13:45:39.811818",0,0,0,1,0,"BOM-Turbulator 0.3*250*44.5-002",104.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",1.56,1.56,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"pllp5de7cq",1.0,"Aluminium Coil 0.3×250MM",1.56,"Kg","Kg",1.56,0.0,"",0,0,1.56,"",1.56,1.0,"","","Main - TPL","Aluminium Coil 0.3×250MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.3×250MM","","","","","","","",1.56,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pllmf1346f",1.0,"Turbulator 0.3*250*44.5",104.0,"Nos","Nos",26.0,0.0,"",0,0,1.56,"",1.56,0.015,"","BOM-Turbulator 0.3*250*44.5-002","Main - TPL","Turbulator 0.3*250*44.5","Stock Adjustment - TPL",0,"",1,0,"Child Component","Turbulator 0.3*250*44.5","","","","","","","",104.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.015,"","","","","","","","","","",""
"SE-260725-010","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0041","","","","","","","","2026-07-25","13:45:29.351845",0,0,0,1,0,"BOM-Tube Sheet for OC 0.7*110*1021-001",216.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",46.44,46.44,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"pidupdb7hv",1.0,"Aluminium Coil 0.7*110",46.44,"Kg","Kg",46.44,0.0,"",0,0,46.44,"",46.44,1.0,"","","Main - TPL","Aluminium Coil 0.7*110","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.7*110","","","","","","","",46.44,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
