"ID","Series","Stock Entry Type","Company","Stock Entry (Outward GIT)","Source Stock Entry (Manufacture)","Purpose","Add to Transit","Work Order","Purchase Order","Subcontracting Order","Delivery Note No","Sales Invoice No","Pick List","Purchase Receipt No","Asset Repair","Posting Date","Posting Time","Edit Posting Date and Time","Inspection Required","Apply Putaway Rule","From BOM","Use Multi-Level BOM","BOM No","Finished Good Quantity ","% Process Loss","Process Loss Qty","Default Source Warehouse","Source Warehouse Address Link","Source Warehouse Address","Default Target Warehouse","Target Warehouse Address Link","Target Warehouse Address","Scan Barcode","Total Outgoing Value (Consumption)","Total Incoming Value (Receipt)","Total Value Difference (Incoming - Outgoing)","Total Additional Costs","Supplier","Supplier Name","Supplier Address","Address","Project","Cost Center","Print Heading","Letter Head","Is Opening","Remarks","Per Transferred","Total Amount","Job Card","Amended From","Credit Note","Is Return","ID (Items)","Conversion Factor (Items)","Item Code (Items)","Qty (Items)","Stock UOM (Items)","UOM (Items)","Actual Qty (at source/target) (Items)","Additional Cost (Items)","Against Stock Entry (Items)","Allow Alternative Item (Items)","Allow Zero Valuation Rate (Items)","Amount (Items)","Barcode (Items)","Basic Amount (Items)","Basic Rate (as per Stock UOM) (Items)","Batch No (Items)","BOM No (Items)","Cost Center (Items)","Description (Items)","Difference Account (Items)","Has Item Scanned (Items)","Image (Items)","Is Finished Item (Items)","Is Scrap Item (Items)","Item Group (Items)","Item Name (Items)","Job Card Item (Items)","Material Request (Items)","Material Request Item (Items)","Original Item (Items)","PO Supplied Item (Items)","Project (Items)","Putaway Rule (Items)","Qty as per Stock UOM (Items)","Quality Inspection (Items)","Reference Purchase Receipt (Items)","Retain Sample (Items)","Sample Quantity (Items)","SCO Supplied Item (Items)","Serial and Batch Bundle (Items)","Serial No (Items)","Set Basic Rate Manually (Items)","Source Warehouse (Items)","Stock Entry Child (Items)","Subcontracted Item (Items)","Target Warehouse (Items)","Transferred Qty (Items)","Use Serial No / Batch Fields (Items)","Valuation Rate (Items)","ID (Additional Costs)","Account Currency (Additional Costs)","Amount (Additional Costs)","Amount (Company Currency) (Additional Costs)","Description (Additional Costs)","Exchange Rate (Additional Costs)","Expense Account (Additional Costs)","Has Corrective Cost (Additional Costs)","Has Operating Cost (Additional Costs)","Operation ID (Additional Costs)","Qty (Additional Costs)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pidaudcbrr",1.0,"R215 OC Tube Sheet 0.7*110*1021",216.0,"Nos","Nos",54.0,0.0,"",0,0,46.44,"",46.44,0.215,"","BOM-Tube Sheet for OC 0.7*110*1021-001","Main - TPL","Tube Sheet for OC 0.7*110*1021","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 OC Tube Sheet 0.7*110*1021","","","","","","","",216.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.215,"","","","","","","","","","",""
"SE-260725-009","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0038","","","","","","","","2026-07-25","13:45:17.481747",0,0,0,1,0,"BOM-R215 Fin For OC 0.3*110*991-001",132.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",46.2,46.2,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"pembemvkna",1.0,"Aluminium Coil 0.3*110MM",46.2,"Kg","Kg",46.2,0.0,"",0,0,46.2,"",46.2,1.0,"","","Main - TPL","Aluminium Coil 0.3*110MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.3*110MM","","","","","","","",46.2,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","pemahlfv72",1.0,"R215 Fin For OC 0.3*110*991",132.0,"Nos","Nos",33.0,0.0,"",0,0,46.2,"",46.2,0.35,"","BOM-R215 Fin For OC 0.3*110*991-001","Main - TPL","Fin For OC 0.3*110*991","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Fin For OC 0.3*110*991","","","","","","","",132.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.35,"","","","","","","","","","",""
"SE-260725-008","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0037","","","","","","","","2026-07-25","13:45:00.234816",0,0,0,1,0,"BOM-Extruded Bar for OC and RAD 3*7*1021-001",504.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",29.74,29.74,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"p99mmckq1j",1.0,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)",29.736,"Kg","Kg",29.736,0.0,"",0,0,29.74,"",29.74,1.0,"","","Main - TPL","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","","","","","","","",29.736,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","p99uv1ri42",1.0,"Extruded Bar for OC and RAD 3*7*1021",504.0,"Nos","Nos",126.0,0.0,"",0,0,29.74,"",29.74,0.059007937,"","BOM-Extruded Bar for OC and RAD 3*7*1021-001","Main - TPL","Extruded Bar for OC and RAD 3*7*1021","Stock Adjustment - TPL",0,"",1,0,"To Group","Extruded Bar for OC and RAD 3*7*1021","","","","","","","",504.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.059007937,"","","","","","","","","","",""
"SE-260725-007","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0013","","","","","","","","2026-07-25","13:44:06.340218",0,0,0,1,0,"BOM-R215 Tube Sheet For CAC 0.6*110*941-001",80.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",13.6,13.6,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ooenqr0iem",1.0,"Aluminium Coil 0.6*110MM",13.6,"Kg","Kg",50.4,0.0,"",0,0,13.6,"",13.6,1.0,"","","Main - TPL","Aluminium Coil 0.6*110MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.6*110MM","","","","","","","",13.6,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ooecra1lhp",1.0,"R215 Tube Sheet For CAC 0.6*110*941",80.0,"Nos","Nos",20.0,0.0,"",0,0,13.6,"",13.6,0.17,"","BOM-R215 Tube Sheet For CAC 0.6*110*941-001","Main - TPL","Tube Sheet For CAC 0.6*110*941","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 Tube Sheet For CAC 0.6*110*941","","","","","","","",80.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.17,"","","","","","","","","","",""
"SE-260725-006","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0012","","","","","","","","2026-07-25","13:43:50.172467",0,0,0,1,0,"BOM-R215 Spacer Bar for CAC 8*10*941-001",72.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",14.83,14.83,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ojddrkra46",1.0,"Aluminium Spacer Bar ALU-STD-0028 (8*10)",14.832,"Kg","Kg",14.832,0.0,"",0,0,14.83,"",14.83,1.0,"","","Main - TPL","Aluminium Spacer Bar ALU-STD-0028 (8*10)","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Spacer Bar ALU-STD-0028 (8*10)","","","","","","","",14.832,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ojdbpnf53m",1.0,"R215 Spacer Bar for CAC 8*10*941",72.0,"Nos","Nos",18.0,0.0,"",0,0,14.83,"",14.83,0.205972222,"","BOM-R215 Spacer Bar for CAC 8*10*941-001","Main - TPL","Spacer Bar for CAC 8*10*941","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 Spacer Bar for CAC 8*10*941","","","","","","","",72.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.205972222,"","","","","","","","","","",""
"SE-260725-005","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0011","","","","","","","","2026-07-25","13:43:38.415327",0,0,0,1,0,"BOM-Spacer Bar 9.5×15×110-001",496.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",21.33,21.33,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ofn3gugckv",1.0,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )",21.328,"Kg","Kg",21.328,0.0,"",0,0,21.33,"",21.33,1.0,"","","Main - TPL","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","","","","","","","",21.328,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ofncd1vi3l",1.0,"Spacer Bar 9.5×15×110",496.0,"Nos","Nos",229.0,0.0,"",0,0,21.33,"",21.33,0.043004032,"","BOM-Spacer Bar 9.5×15×110-001","Main - TPL","Spacer Bar 9.5×15×110","Stock Adjustment - TPL",0,"",1,0,"To Group","Spacer Bar 9.5×15×110","","","","","","","",496.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.043004032,"","","","","","","","","","",""
"SE-260725-004","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0010","","","","","","","","2026-07-25","13:43:27.566219",0,0,0,1,0,"BOM-Internal Fin For CAC 0.2*200*90-001",144.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",4.75,4.75,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ocbr71tkqs",1.0,"Aluminium Coil 0.2×200MM",4.752,"Kg","Kg",4.752,0.0,"",0,0,4.75,"",4.75,1.0,"","","Main - TPL","Aluminium Coil 0.2×200MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2×200MM","","","","","","","",4.752,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ocbcteaiqo",1.0,"Internal Fin For CAC 0.2*200*90",144.0,"Nos","Nos",36.0,0.0,"",0,0,4.75,"",4.75,0.032986111,"","BOM-Internal Fin For CAC 0.2*200*90-001","Main - TPL","Internal Fin For CAC 0.2*200*90","Stock Adjustment - TPL",0,"",1,0,"Child Component","Internal Fin For CAC 0.2*200*90","","","","","","","",144.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.032986111,"","","","","","","","","","",""
"SE-260725-003","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0009","","","","","","","","2026-07-25","13:43:10.734125",0,0,0,1,0,"BOM-Internal Fin For CAC 0.2*140*90-001",36.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",0.83,0.83,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"o723l8nurs",1.0,"Aluminium Coil 0.2×140",0.828,"Kg","Kg",0.828,0.0,"",0,0,0.83,"",0.83,1.0,"","","Main - TPL","Aluminium Coil 0.2×140","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2×140","","","","","","","",0.828,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","o72idc0fgq",1.0,"Internal Fin For CAC 0.2*140*90",36.0,"Nos","Nos",9.0,0.0,"",0,0,0.83,"",0.83,0.023055556,"","BOM-Internal Fin For CAC 0.2*140*90-001","Main - TPL","Internal Fin For CAC 0.2*140*90","Stock Adjustment - TPL",0,"",1,0,"Child Component","Internal Fin For CAC 0.2*140*90","","","","","","","",36.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.023055556,"","","","","","","","","","",""
"SE-260725-002","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0008","","","","","","","","2026-07-25","13:43:00.514004",0,0,0,1,0,"BOM-R215 External Fin For CAC 0.3*110*911-001",16.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",5.15,5.15,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"o3s7v9firj",1.0,"Aluminium Coil 0.3*110MM",5.152,"Kg","Kg",51.352,0.0,"",0,0,5.15,"",5.15,1.0,"","","Main - TPL","Aluminium Coil 0.3*110MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.3*110MM","","","","","","","",5.152,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","o3s8jejpgv",1.0,"R215 External Fin For CAC 0.3*110*911",16.0,"Nos","Nos",4.0,0.0,"",0,0,5.15,"",5.15,0.321875,"","BOM-R215 External Fin For CAC 0.3*110*911-001","Main - TPL","External Fin For CAC 0.3*110*911","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 External Fin For CAC 0.3*110*911","","","","","","","",16.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.321875,"","","","","","","","","","",""
"SE-260725-001","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0007","","","","","","","","2026-07-25","13:42:44.669441",0,0,0,1,0,"BOM-R215 External Fin For CAC 0.2*110*911-001",24.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",5.16,5.16,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"nutvk1kti3",1.0,"Aluminium Coil 0.2*110",5.16,"Kg","Kg",22.716,0.0,"",0,0,5.16,"",5.16,1.0,"","","Main - TPL","Aluminium Coil 0.2*110","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Coil 0.2*110","","","","","","","",5.16,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","nuts13330r",1.0,"R215 External Fin For CAC 0.2*110*911",24.0,"Nos","Nos",6.0,0.0,"",0,0,5.16,"",5.16,0.215,"","BOM-R215 External Fin For CAC 0.2*110*911-001","Main - TPL","External Fin For CAC 0.2*110*911","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 External Fin For CAC 0.2*110*911","","","","","","","",24.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.215,"","","","","","","","","","",""
"SE-260716-012","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0001","","","","","","","","2026-07-16","11:55:58.575430",0,0,0,1,0,"BOM-R215-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",812.0,812.0,0.0,0.0,"","","","","","","","","No","",0.0,812.0,"","","",0,"fk12k0ua60",1.0,"Bottom Foam",8.0,"Nos","Nos",38.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Bottom Foam","Stock Adjustment - TPL",0,"",0,0,"To Group","Bottom Foam","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1g2bkac6",1.0,"C Clamp Spacer",48.0,"Nos","Nos",228.0,0.0,"",0,0,48.0,"",48.0,1.0,"","","Main - TPL","C Clamp Spacer","Stock Adjustment - TPL",0,"",0,0,"To Group","C Clamp Spacer","","","","","","","",48.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1ldc4ufr",1.0,"EPDM Drain Hose",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","EPDM Drain Hose","Stock Adjustment - TPL",0,"",0,0,"To Group","EPDM Drain Hose","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1nl1b9ai",1.0,"R215 Finger Guard",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Finger Guard","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","R215 Finger Guard","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk16jc5e6n",1.0,"Foam for CAC",8.0,"Nos","Nos",38.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Foam for CAC","Stock Adjustment - TPL",0,"",0,0,"To Group","Foam for CAC","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1nuqlcsr",1.0,"Foam for gap B/W Cooler and F/C",8.0,"Nos","Nos",38.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Foam for gap B/W Cooler and F/C","Stock Adjustment - TPL",0,"",0,0,"To Group","Foam for gap B/W Cooler and F/C","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1ggknf7h",1.0,"Foam for OIL Cooler",8.0,"Nos","Nos",38.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Foam for OIL Cooler","Stock Adjustment - TPL",0,"",0,0,"To Group","Foam for OIL Cooler","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk10imooar",1.0,"HEX Head Bolt M8*1.25P*25LG",72.0,"Nos","Nos",342.0,0.0,"",0,0,72.0,"",72.0,1.0,"","","Main - TPL","HEX Head Bolt M8*1.25P*25LG","Stock Adjustment - TPL",0,"",0,0,"To Group","HEX Head Bolt M8*1.25P*25LG","","","","","","","",72.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1svrlchl",1.0,"HEX Head Bolt M10*1.5P*30LG",112.0,"Nos","Nos",532.0,0.0,"",0,0,112.0,"",112.0,1.0,"","","Main - TPL","HEX Head Bolt M10*1.5P*30LG","Stock Adjustment - TPL",0,"",0,0,"To Group","HEX Head Bolt M10*1.5P*30LG","","","","","","","",112.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk12sf7l72",1.0,"Hose Clip",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Hose Clip","Stock Adjustment - TPL",0,"",0,0,"To Group","Hose Clip","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1f2m57gr",1.0,"R215 LH – RH Condenser MTG BKT",4.0,"Set","Set",95.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","LH – RH Condenser MTG BKT","Stock Adjustment - TPL",0,"",0,0,"To Group","R215 LH – RH Condenser MTG BKT","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk18nfts4b",1.0,"M8 Nuts",8.0,"Nos","Nos",38.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","Nuts","Stock Adjustment - TPL",0,"",0,0,"BOF MC","M8 Nuts","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1l1bk1b5",1.0,"M10 Plain Washer",112.0,"Nos","Nos",532.0,0.0,"",0,0,112.0,"",112.0,1.0,"","","Main - TPL","Plain washer (forM10)","Stock Adjustment - TPL",0,"",0,0,"To Group","Plain washer (for M10)","","","","","","","",112.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1pi6pvjm",1.0,"M8 Plain Washer",104.0,"Nos","Nos",494.0,0.0,"",0,0,104.0,"",104.0,1.0,"","","Main - TPL","Plain washer (forM8)","Stock Adjustment - TPL",0,"",0,0,"To Group","Plain washer (for M8)","","","","","","","",104.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk15eogscg",1.0,"Rivets - 4.8 X 12.5",16.0,"Nos","Nos",96.0,0.0,"",0,0,16.0,"",16.0,1.0,"","","Main - TPL","Rivets - 4.8 X 12.5","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Rivets - 4.8 X 12.5","","","","","","","",16.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk146q0ivn",1.0,"M10 Spring Washer",112.0,"Nos","Nos",532.0,0.0,"",0,0,112.0,"",112.0,1.0,"","","Main - TPL","Spring washer (forM10)","Stock Adjustment - TPL",0,"",0,0,"To Group","Spring washer (for M10)","","","","","","","",112.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1sh1es2t",1.0,"M8 Spring Washer",104.0,"Nos","Nos",494.0,0.0,"",0,0,104.0,"",104.0,1.0,"","","Main - TPL","Spring washer (forM8)","Stock Adjustment - TPL",0,"",0,0,"To Group","Spring Washer (for M8)","","","","","","","",104.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1vq2g8ht",1.0,"Wing Bolt",32.0,"Nos","Nos",152.0,0.0,"",0,0,32.0,"",32.0,1.0,"","","Main - TPL","Wing Bolt","Stock Adjustment - TPL",0,"",0,0,"To Group","Wing Bolt","","","","","","","",32.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk11uc1lmj",1.0,"Pressure Cap",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Pressure Cap","Stock Adjustment - TPL",0,"",0,0,"To Group","Pressure Cap","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
